FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Civilian_labor_force_2021,Employed_2021,Unemployed_2021,Unemployment_rate_2021,Civilian_labor_force_2022,Employed_2022,Unemployed_2022,Unemployment_rate_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021
29207,MO,"Stoddard County, MO",6,6,0,15144.00,14514.00,630.00,4.20,15380.00,14504.00,876.00,5.70,15269.00,14352.00,917.00,6.00,15405.00,14462.00,943.00,6.10,15905.00,14945.00,960.00,6.00,15980.00,15055.00,925.00,5.80,15928.00,15030.00,898.00,5.60,15639.00,14640.00,999.00,6.40,15596.00,14410.00,1186.00,7.60,15243.00,13825.00,1418.00,9.30,13546.00,12144.00,1402.00,10.30,13639.00,12244.00,1395.00,10.20,13403.00,12203.00,1200.00,9.00,13192.00,12015.00,1177.00,8.90,13105.00,12078.00,1027.00,7.80,13158.00,12270.00,888.00,6.70,13286.00,12436.00,850.00,6.40,13221.00,12557.00,664.00,5.00,13077.00,12493.00,584.00,4.50,13012.00,12412.00,600.00,4.60,13188.00,12411.00,777.00,5.90,13213.00,12658.00,555.00,4.20,13052.00,12673.00,379.00,2.90,46818.00,75.70
29209,MO,"Stone County, MO",6,5,0,14925.00,14019.00,906.00,6.10,15195.00,14052.00,1143.00,7.50,15369.00,14073.00,1296.00,8.40,15708.00,14388.00,1320.00,8.40,15775.00,14424.00,1351.00,8.60,15871.00,14597.00,1274.00,8.00,16414.00,15315.00,1099.00,6.70,16493.00,15435.00,1058.00,6.40,16738.00,15418.00,1320.00,7.90,16127.00,14230.00,1897.00,11.80,14428.00,12448.00,1980.00,13.70,14125.00,12318.00,1807.00,12.80,13618.00,12052.00,1566.00,11.50,13563.00,12125.00,1438.00,10.60,13266.00,11981.00,1285.00,9.70,13296.00,12228.00,1068.00,8.00,13417.00,12478.00,939.00,7.00,13816.00,13055.00,761.00,5.50,13716.00,13067.00,649.00,4.70,13834.00,13161.00,673.00,4.90,13157.00,11891.00,1266.00,9.60,13435.00,12607.00,828.00,6.20,13346.00,12844.00,502.00,3.80,53039.00,85.80
29211,MO,"Sullivan County, MO",9,10,0,3781.00,3668.00,113.00,3.00,4015.00,3851.00,164.00,4.10,3659.00,3476.00,183.00,5.00,3309.00,2967.00,342.00,10.30,3247.00,3032.00,215.00,6.60,3230.00,3049.00,181.00,5.60,3380.00,3195.00,185.00,5.50,3320.00,3116.00,204.00,6.10,3553.00,3347.00,206.00,5.80,3642.00,3402.00,240.00,6.60,2925.00,2669.00,256.00,8.80,2823.00,2583.00,240.00,8.50,2761.00,2566.00,195.00,7.10,2707.00,2530.00,177.00,6.50,2731.00,2550.00,181.00,6.60,2763.00,2595.00,168.00,6.10,2768.00,2609.00,159.00,5.70,2752.00,2641.00,111.00,4.00,2795.00,2706.00,89.00,3.20,2655.00,2564.00,91.00,3.40,2752.00,2633.00,119.00,4.30,2632.00,2512.00,120.00,4.60,2520.00,2450.00,70.00,2.80,46864.00,75.80
29213,MO,"Taney County, MO",4,5,0,23948.00,22383.00,1565.00,6.50,24429.00,22429.00,2000.00,8.20,24543.00,22352.00,2191.00,8.90,24906.00,22696.00,2210.00,8.90,25016.00,22712.00,2304.00,9.20,25568.00,23318.00,2250.00,8.80,26393.00,24555.00,1838.00,7.00,27579.00,25710.00,1869.00,6.80,28646.00,26413.00,2233.00,7.80,28314.00,24998.00,3316.00,11.70,25956.00,22368.00,3588.00,13.80,26039.00,22549.00,3490.00,13.40,25341.00,22392.00,2949.00,11.60,25773.00,23004.00,2769.00,10.70,25643.00,23134.00,2509.00,9.80,26022.00,23886.00,2136.00,8.20,26311.00,24362.00,1949.00,7.40,26929.00,25309.00,1620.00,6.00,26926.00,25512.00,1414.00,5.30,26943.00,25580.00,1363.00,5.10,25992.00,22675.00,3317.00,12.80,25903.00,24089.00,1814.00,7.00,25648.00,24616.00,1032.00,4.00,47210.00,76.40
29215,MO,"Texas County, MO",9,9,0,10890.00,10350.00,540.00,5.00,11371.00,10720.00,651.00,5.70,10798.00,10106.00,692.00,6.40,10777.00,10001.00,776.00,7.20,10887.00,10123.00,764.00,7.00,10754.00,10061.00,693.00,6.40,10748.00,10166.00,582.00,5.40,11098.00,10469.00,629.00,5.70,11318.00,10525.00,793.00,7.00,11205.00,10200.00,1005.00,9.00,9798.00,8727.00,1071.00,10.90,9723.00,8758.00,965.00,9.90,9586.00,8776.00,810.00,8.40,9680.00,8879.00,801.00,8.30,9403.00,8656.00,747.00,7.90,9352.00,8718.00,634.00,6.80,9314.00,8731.00,583.00,6.30,9363.00,8902.00,461.00,4.90,9021.00,8652.00,369.00,4.10,8892.00,8501.00,391.00,4.40,8939.00,8421.00,518.00,5.80,8952.00,8569.00,383.00,4.30,8993.00,8726.00,267.00,3.00,41483.00,67.10
29217,MO,"Vernon County, MO",7,11,0,10588.00,10289.00,299.00,2.80,10738.00,10345.00,393.00,3.70,10447.00,9928.00,519.00,5.00,10374.00,9864.00,510.00,4.90,10315.00,9761.00,554.00,5.40,10149.00,9657.00,492.00,4.80,10199.00,9750.00,449.00,4.40,10154.00,9659.00,495.00,4.90,10120.00,9547.00,573.00,5.70,9398.00,8682.00,716.00,7.60,9532.00,8750.00,782.00,8.20,9548.00,8844.00,704.00,7.40,9551.00,8974.00,577.00,6.00,9750.00,9168.00,582.00,6.00,9799.00,9245.00,554.00,5.70,9761.00,9255.00,506.00,5.20,9598.00,9133.00,465.00,4.80,9643.00,9278.00,365.00,3.80,9560.00,9256.00,304.00,3.20,9407.00,9082.00,325.00,3.50,9389.00,8975.00,414.00,4.40,9316.00,9015.00,301.00,3.20,9066.00,8839.00,227.00,2.50,48273.00,78.10
29219,MO,"Warren County, MO",1,1,1,13559.00,13114.00,445.00,3.30,13908.00,13259.00,649.00,4.70,14277.00,13532.00,745.00,5.20,14579.00,13747.00,832.00,5.70,14855.00,14022.00,833.00,5.60,15356.00,14527.00,829.00,5.40,15885.00,15035.00,850.00,5.40,16276.00,15399.00,877.00,5.40,16742.00,15478.00,1264.00,7.50,16793.00,14938.00,1855.00,11.00,17179.00,15311.00,1868.00,10.90,17031.00,15456.00,1575.00,9.20,16831.00,15532.00,1299.00,7.70,16817.00,15656.00,1161.00,6.90,17052.00,15997.00,1055.00,6.20,17238.00,16398.00,840.00,4.90,17480.00,16750.00,730.00,4.20,17561.00,17002.00,559.00,3.20,17750.00,17249.00,501.00,2.80,18473.00,17952.00,521.00,2.80,18541.00,17482.00,1059.00,5.70,18666.00,17942.00,724.00,3.90,18801.00,18335.00,466.00,2.50,71073.00,115.00
29221,MO,"Washington County, MO",6,4,0,9935.00,9354.00,581.00,5.80,9937.00,9235.00,702.00,7.10,10059.00,9215.00,844.00,8.40,9963.00,9131.00,832.00,8.40,9960.00,9078.00,882.00,8.90,10015.00,9137.00,878.00,8.80,10028.00,9221.00,807.00,8.00,10083.00,9252.00,831.00,8.20,10219.00,9164.00,1055.00,10.30,10122.00,8717.00,1405.00,13.90,10208.00,8756.00,1452.00,14.20,10098.00,8842.00,1256.00,12.40,9924.00,8841.00,1083.00,10.90,10445.00,9420.00,1025.00,9.80,10430.00,9534.00,896.00,8.60,10463.00,9747.00,716.00,6.80,10331.00,9677.00,654.00,6.30,10296.00,9743.00,553.00,5.40,10201.00,9744.00,457.00,4.50,10183.00,9734.00,449.00,4.40,10079.00,9353.00,726.00,7.20,10027.00,9546.00,481.00,4.80,10059.00,9738.00,321.00,3.20,44063.00,71.30
29223,MO,"Wayne County, MO",9,10,0,5513.00,5220.00,293.00,5.30,5596.00,5196.00,400.00,7.10,5696.00,5261.00,435.00,7.60,5730.00,5295.00,435.00,7.60,5720.00,5299.00,421.00,7.40,5804.00,5413.00,391.00,6.70,5758.00,5393.00,365.00,6.30,5735.00,5339.00,396.00,6.90,5918.00,5515.00,403.00,6.80,6059.00,5523.00,536.00,8.80,5541.00,4948.00,593.00,10.70,5475.00,4909.00,566.00,10.30,5296.00,4803.00,493.00,9.30,5624.00,5155.00,469.00,8.30,5635.00,5213.00,422.00,7.50,5685.00,5344.00,341.00,6.00,5653.00,5351.00,302.00,5.30,5534.00,5255.00,279.00,5.00,5335.00,5077.00,258.00,4.80,5229.00,4981.00,248.00,4.70,5018.00,4709.00,309.00,6.20,4822.00,4596.00,226.00,4.70,4731.00,4563.00,168.00,3.60,41271.00,66.80
29225,MO,"Webster County, MO",2,2,1,15166.00,14645.00,521.00,3.40,15524.00,14818.00,706.00,4.50,15850.00,14974.00,876.00,5.50,15944.00,15156.00,788.00,4.90,16222.00,15398.00,824.00,5.10,16714.00,15926.00,788.00,4.70,17116.00,16387.00,729.00,4.30,17167.00,16347.00,820.00,4.80,16979.00,16006.00,973.00,5.70,16864.00,15275.00,1589.00,9.40,16314.00,14608.00,1706.00,10.50,16104.00,14638.00,1466.00,9.10,15836.00,14674.00,1162.00,7.30,15866.00,14784.00,1082.00,6.80,16243.00,15257.00,986.00,6.10,16553.00,15694.00,859.00,5.20,16883.00,16054.00,829.00,4.90,16812.00,16163.00,649.00,3.90,16961.00,16430.00,531.00,3.10,17336.00,16729.00,607.00,3.50,17199.00,16277.00,922.00,5.40,17407.00,16846.00,561.00,3.20,17627.00,17241.00,386.00,2.20,59303.00,95.90
29227,MO,"Worth County, MO",9,10,0,1216.00,1172.00,44.00,3.60,1304.00,1258.00,46.00,3.50,1202.00,1151.00,51.00,4.20,1211.00,1163.00,48.00,4.00,1186.00,1133.00,53.00,4.50,1144.00,1098.00,46.00,4.00,1168.00,1123.00,45.00,3.90,1155.00,1102.00,53.00,4.60,1159.00,1095.00,64.00,5.50,1153.00,1068.00,85.00,7.40,1244.00,1160.00,84.00,6.80,1234.00,1162.00,72.00,5.80,1236.00,1183.00,53.00,4.30,1314.00,1260.00,54.00,4.10,1289.00,1237.00,52.00,4.00,1210.00,1170.00,40.00,3.30,1210.00,1174.00,36.00,3.00,1190.00,1160.00,30.00,2.50,1191.00,1157.00,34.00,2.90,1154.00,1123.00,31.00,2.70,1170.00,1122.00,48.00,4.10,1167.00,1139.00,28.00,2.40,1138.00,1116.00,22.00,1.90,45477.00,73.60
29229,MO,"Wright County, MO",6,6,0,8436.00,8064.00,372.00,4.40,8550.00,8019.00,531.00,6.20,8159.00,7610.00,549.00,6.70,8011.00,7503.00,508.00,6.30,8278.00,7725.00,553.00,6.70,8200.00,7679.00,521.00,6.40,8228.00,7807.00,421.00,5.10,8149.00,7663.00,486.00,6.00,8310.00,7705.00,605.00,7.30,8278.00,7458.00,820.00,9.90,7580.00,6683.00,897.00,11.80,7573.00,6813.00,760.00,10.00,7540.00,6885.00,655.00,8.70,7579.00,6936.00,643.00,8.50,7615.00,7058.00,557.00,7.30,7599.00,7114.00,485.00,6.40,7595.00,7146.00,449.00,5.90,7608.00,7234.00,374.00,4.90,7419.00,7107.00,312.00,4.20,7403.00,7021.00,382.00,5.20,7378.00,6863.00,515.00,7.00,7551.00,7264.00,287.00,3.80,7549.00,7343.00,206.00,2.70,41748.00,67.50
29510,MO,"St. Louis city, MO",1,1,1,161831.00,153072.00,8759.00,5.40,162702.00,151735.00,10967.00,6.70,163205.00,150254.00,12951.00,7.90,161530.00,147604.00,13926.00,8.60,161678.00,147154.00,14524.00,9.00,157619.00,144788.00,12831.00,8.10,157304.00,146397.00,10907.00,6.90,158814.00,147597.00,11217.00,7.10,158816.00,146296.00,12520.00,7.90,158964.00,140858.00,18106.00,11.40,164163.00,145451.00,18712.00,11.40,163556.00,146378.00,17178.00,10.50,160128.00,146076.00,14052.00,8.80,159342.00,145939.00,13403.00,8.40,159559.00,147413.00,12146.00,7.60,158810.00,148980.00,9830.00,6.20,157198.00,148669.00,8529.00,5.40,153929.00,147124.00,6805.00,4.40,151027.00,145147.00,5880.00,3.90,152115.00,146333.00,5782.00,3.80,150138.00,137017.00,13121.00,8.70,149707.00,140933.00,8774.00,5.90,149069.00,144444.00,4625.00,3.10,49246.00,79.70
30000,MT,Montana,,,,470069.00,447383.00,22686.00,4.80,465355.00,443866.00,21489.00,4.60,466408.00,445122.00,21286.00,4.60,470502.00,448251.00,22251.00,4.70,478226.00,456674.00,21552.00,4.50,485546.00,465728.00,19818.00,4.10,495166.00,478726.00,16440.00,3.30,505095.00,488129.00,16966.00,3.40,512278.00,488259.00,24019.00,4.70,502593.00,466778.00,35815.00,7.10,500895.00,464808.00,36087.00,7.20,501065.00,467786.00,33279.00,6.60,506441.00,477056.00,29385.00,5.80,511199.00,483798.00,27401.00,5.40,512613.00,488738.00,23875.00,4.70,517901.00,495725.00,22176.00,4.30,521736.00,499266.00,22470.00,4.30,528441.00,506871.00,21570.00,4.10,535140.00,515213.00,19927.00,3.70,543741.00,524686.00,19055.00,3.50,545334.00,513545.00,31789.00,5.80,550555.00,531926.00,18629.00,3.40,567787.00,552842.00,14945.00,2.60,63357.00,100.00
30001,MT,"Beaverhead County, MT",7,11,0,5042.00,4832.00,210.00,4.20,5154.00,4976.00,178.00,3.50,5126.00,4931.00,195.00,3.80,5127.00,4933.00,194.00,3.80,4985.00,4803.00,182.00,3.70,4953.00,4785.00,168.00,3.40,5070.00,4924.00,146.00,2.90,5065.00,4932.00,133.00,2.60,5163.00,4968.00,195.00,3.80,5173.00,4904.00,269.00,5.20,5014.00,4721.00,293.00,5.80,4933.00,4646.00,287.00,5.80,4908.00,4651.00,257.00,5.20,4845.00,4619.00,226.00,4.70,4869.00,4689.00,180.00,3.70,4982.00,4806.00,176.00,3.50,5068.00,4894.00,174.00,3.40,5079.00,4919.00,160.00,3.20,5093.00,4934.00,159.00,3.10,5194.00,5042.00,152.00,2.90,5110.00,4907.00,203.00,4.00,5150.00,5006.00,144.00,2.80,5378.00,5253.00,125.00,2.30,53776.00,84.90
30003,MT,"Big Horn County, MT",6,6,0,5462.00,4942.00,520.00,9.50,5129.00,4513.00,616.00,12.00,4908.00,4373.00,535.00,10.90,4914.00,4344.00,570.00,11.60,5013.00,4558.00,455.00,9.10,5216.00,4769.00,447.00,8.60,5006.00,4678.00,328.00,6.60,5099.00,4778.00,321.00,6.30,5227.00,4827.00,400.00,7.70,5246.00,4728.00,518.00,9.90,5525.00,4928.00,597.00,10.80,5624.00,4976.00,648.00,11.50,5518.00,4871.00,647.00,11.70,5700.00,4908.00,792.00,13.90,5593.00,5036.00,557.00,10.00,5555.00,5175.00,380.00,6.80,5539.00,5123.00,416.00,7.50,5566.00,4811.00,755.00,13.60,5157.00,4662.00,495.00,9.60,4959.00,4593.00,366.00,7.40,4890.00,4537.00,353.00,7.20,4694.00,4340.00,354.00,7.50,4716.00,4509.00,207.00,4.40,47179.00,74.50
30005,MT,"Blaine County, MT",9,12,0,2986.00,2821.00,165.00,5.50,2900.00,2765.00,135.00,4.70,2764.00,2626.00,138.00,5.00,2742.00,2611.00,131.00,4.80,2816.00,2690.00,126.00,4.50,2829.00,2709.00,120.00,4.20,2822.00,2730.00,92.00,3.30,2874.00,2771.00,103.00,3.60,3014.00,2887.00,127.00,4.20,2888.00,2733.00,155.00,5.40,2523.00,2358.00,165.00,6.50,2483.00,2316.00,167.00,6.70,2484.00,2331.00,153.00,6.20,2473.00,2323.00,150.00,6.10,2434.00,2293.00,141.00,5.80,2398.00,2275.00,123.00,5.10,2369.00,2257.00,112.00,4.70,2368.00,2269.00,99.00,4.20,2322.00,2221.00,101.00,4.30,2321.00,2231.00,90.00,3.90,2280.00,2172.00,108.00,4.70,2244.00,2157.00,87.00,3.90,2223.00,2153.00,70.00,3.10,46335.00,73.10
30007,MT,"Broadwater County, MT",9,10,0,2243.00,2141.00,102.00,4.50,2179.00,2083.00,96.00,4.40,2209.00,2118.00,91.00,4.10,2278.00,2170.00,108.00,4.70,2261.00,2165.00,96.00,4.20,2311.00,2223.00,88.00,3.80,2305.00,2233.00,72.00,3.10,2386.00,2313.00,73.00,3.10,2475.00,2347.00,128.00,5.20,2417.00,2223.00,194.00,8.00,2508.00,2325.00,183.00,7.30,2491.00,2316.00,175.00,7.00,2479.00,2299.00,180.00,7.30,2509.00,2351.00,158.00,6.30,2502.00,2368.00,134.00,5.40,2487.00,2357.00,130.00,5.20,2551.00,2421.00,130.00,5.10,2602.00,2477.00,125.00,4.80,2654.00,2548.00,106.00,4.00,2648.00,2542.00,106.00,4.00,2662.00,2496.00,166.00,6.20,2676.00,2569.00,107.00,4.00,2798.00,2704.00,94.00,3.40,66307.00,104.70
30009,MT,"Carbon County, MT",3,2,1,5006.00,4782.00,224.00,4.50,5034.00,4823.00,211.00,4.20,5188.00,4989.00,199.00,3.80,5199.00,4995.00,204.00,3.90,5246.00,5034.00,212.00,4.00,5383.00,5191.00,192.00,3.60,5408.00,5252.00,156.00,2.90,5384.00,5239.00,145.00,2.70,5349.00,5136.00,213.00,4.00,5263.00,4950.00,313.00,5.90,5333.00,4997.00,336.00,6.30,5293.00,5003.00,290.00,5.50,5332.00,5090.00,242.00,4.50,5401.00,5162.00,239.00,4.40,5391.00,5181.00,210.00,3.90,5427.00,5222.00,205.00,3.80,5418.00,5196.00,222.00,4.10,5535.00,5331.00,204.00,3.70,5536.00,5340.00,196.00,3.50,5553.00,5360.00,193.00,3.50,5663.00,5330.00,333.00,5.90,5662.00,5467.00,195.00,3.40,5792.00,5639.00,153.00,2.60,62841.00,99.20
30011,MT,"Carter County, MT",9,12,0,778.00,750.00,28.00,3.60,727.00,703.00,24.00,3.30,657.00,635.00,22.00,3.30,667.00,646.00,21.00,3.10,706.00,683.00,23.00,3.30,678.00,653.00,25.00,3.70,668.00,646.00,22.00,3.30,689.00,669.00,20.00,2.90,759.00,736.00,23.00,3.00,718.00,690.00,28.00,3.90,725.00,698.00,27.00,3.70,685.00,659.00,26.00,3.80,687.00,665.00,22.00,3.20,673.00,652.00,21.00,3.10,687.00,665.00,22.00,3.20,686.00,663.00,23.00,3.40,696.00,676.00,20.00,2.90,700.00,682.00,18.00,2.60,673.00,656.00,17.00,2.50,665.00,646.00,19.00,2.90,650.00,632.00,18.00,2.80,654.00,637.00,17.00,2.60,680.00,666.00,14.00,2.10,52116.00,82.30
30013,MT,"Cascade County, MT",3,2,1,38426.00,36506.00,1920.00,5.00,38186.00,36451.00,1735.00,4.50,37988.00,36334.00,1654.00,4.40,38282.00,36572.00,1710.00,4.50,38501.00,36874.00,1627.00,4.20,38909.00,37344.00,1565.00,4.00,39562.00,38290.00,1272.00,3.20,39817.00,38511.00,1306.00,3.30,40661.00,38911.00,1750.00,4.30,40713.00,38415.00,2298.00,5.60,38471.00,36059.00,2412.00,6.30,38329.00,35990.00,2339.00,6.10,38380.00,36314.00,2066.00,5.40,38421.00,36478.00,1943.00,5.10,38301.00,36654.00,1647.00,4.30,38320.00,36730.00,1590.00,4.10,37781.00,36224.00,1557.00,4.10,38001.00,36554.00,1447.00,3.80,38238.00,36858.00,1380.00,3.60,38558.00,37246.00,1312.00,3.40,38080.00,35854.00,2226.00,5.80,37898.00,36639.00,1259.00,3.30,39224.00,38192.00,1032.00,2.60,57085.00,90.10
30015,MT,"Chouteau County, MT",8,7,0,2814.00,2707.00,107.00,3.80,2711.00,2613.00,98.00,3.60,2463.00,2375.00,88.00,3.60,2500.00,2415.00,85.00,3.40,2599.00,2512.00,87.00,3.30,2629.00,2538.00,91.00,3.50,2586.00,2517.00,69.00,2.70,2533.00,2458.00,75.00,3.00,2675.00,2586.00,89.00,3.30,2596.00,2487.00,109.00,4.20,2740.00,2622.00,118.00,4.30,2654.00,2539.00,115.00,4.30,2669.00,2568.00,101.00,3.80,2588.00,2494.00,94.00,3.60,2592.00,2508.00,84.00,3.20,2525.00,2440.00,85.00,3.40,2513.00,2415.00,98.00,3.90,2507.00,2423.00,84.00,3.40,2501.00,2426.00,75.00,3.00,2491.00,2423.00,68.00,2.70,2483.00,2388.00,95.00,3.80,2467.00,2399.00,68.00,2.80,2490.00,2433.00,57.00,2.30,51113.00,80.70
30017,MT,"Custer County, MT",7,11,0,6007.00,5731.00,276.00,4.60,5823.00,5584.00,239.00,4.10,5706.00,5486.00,220.00,3.90,5680.00,5458.00,222.00,3.90,5701.00,5467.00,234.00,4.10,5613.00,5402.00,211.00,3.80,5712.00,5535.00,177.00,3.10,5795.00,5612.00,183.00,3.20,5933.00,5701.00,232.00,3.90,5859.00,5560.00,299.00,5.10,6407.00,6121.00,286.00,4.50,6374.00,6126.00,248.00,3.90,6543.00,6316.00,227.00,3.50,6639.00,6419.00,220.00,3.30,6593.00,6381.00,212.00,3.20,6390.00,6174.00,216.00,3.40,6235.00,6007.00,228.00,3.70,6198.00,6000.00,198.00,3.20,6139.00,5950.00,189.00,3.10,6150.00,5973.00,177.00,2.90,6253.00,5954.00,299.00,4.80,6268.00,6075.00,193.00,3.10,6415.00,6259.00,156.00,2.40,54913.00,86.70
30019,MT,"Daniels County, MT",9,12,0,978.00,932.00,46.00,4.70,919.00,878.00,41.00,4.50,878.00,839.00,39.00,4.40,823.00,786.00,37.00,4.50,810.00,777.00,33.00,4.10,780.00,752.00,28.00,3.60,761.00,738.00,23.00,3.00,773.00,753.00,20.00,2.60,808.00,780.00,28.00,3.50,782.00,748.00,34.00,4.30,948.00,915.00,33.00,3.50,945.00,913.00,32.00,3.40,941.00,912.00,29.00,3.10,934.00,904.00,30.00,3.20,952.00,923.00,29.00,3.00,944.00,919.00,25.00,2.60,934.00,909.00,25.00,2.70,912.00,891.00,21.00,2.30,893.00,874.00,19.00,2.10,897.00,879.00,18.00,2.00,894.00,869.00,25.00,2.80,873.00,856.00,17.00,1.90,884.00,867.00,17.00,1.90,52852.00,83.40
30021,MT,"Dawson County, MT",7,11,0,4781.00,4585.00,196.00,4.10,4448.00,4287.00,161.00,3.60,4312.00,4162.00,150.00,3.50,4288.00,4140.00,148.00,3.50,4249.00,4078.00,171.00,4.00,4186.00,4040.00,146.00,3.50,4171.00,4054.00,117.00,2.80,4282.00,4169.00,113.00,2.60,4427.00,4276.00,151.00,3.40,4376.00,4160.00,216.00,4.90,4518.00,4331.00,187.00,4.10,4552.00,4394.00,158.00,3.50,4652.00,4503.00,149.00,3.20,4812.00,4662.00,150.00,3.10,4866.00,4738.00,128.00,2.60,4822.00,4666.00,156.00,3.20,4601.00,4418.00,183.00,4.00,4707.00,4560.00,147.00,3.10,4681.00,4556.00,125.00,2.70,4673.00,4560.00,113.00,2.40,4693.00,4435.00,258.00,5.50,4529.00,4388.00,141.00,3.10,4572.00,4466.00,106.00,2.30,70252.00,110.90
30023,MT,"Deer Lodge County, MT",7,9,0,4261.00,3954.00,307.00,7.20,4231.00,3948.00,283.00,6.70,4238.00,3978.00,260.00,6.10,3864.00,3613.00,251.00,6.50,3899.00,3648.00,251.00,6.40,3843.00,3619.00,224.00,5.80,3902.00,3719.00,183.00,4.70,3922.00,3745.00,177.00,4.50,3867.00,3628.00,239.00,6.20,3950.00,3638.00,312.00,7.90,5185.00,4873.00,312.00,6.00,5155.00,4851.00,304.00,5.90,5189.00,4910.00,279.00,5.40,5213.00,4959.00,254.00,4.90,5240.00,5012.00,228.00,4.40,5238.00,5024.00,214.00,4.10,5296.00,5087.00,209.00,3.90,5168.00,4981.00,187.00,3.60,5184.00,5000.00,184.00,3.50,5146.00,4981.00,165.00,3.20,5095.00,4838.00,257.00,5.00,5135.00,4968.00,167.00,3.30,5409.00,5276.00,133.00,2.50,45725.00,72.20
30025,MT,"Fallon County, MT",9,12,0,1551.00,1494.00,57.00,3.70,1541.00,1496.00,45.00,2.90,1565.00,1513.00,52.00,3.30,1542.00,1494.00,48.00,3.10,1603.00,1556.00,47.00,2.90,1644.00,1601.00,43.00,2.60,1773.00,1740.00,33.00,1.90,1753.00,1720.00,33.00,1.90,1837.00,1792.00,45.00,2.40,1897.00,1834.00,63.00,3.30,1900.00,1843.00,57.00,3.00,1956.00,1907.00,49.00,2.50,2035.00,1995.00,40.00,2.00,2041.00,2001.00,40.00,2.00,2074.00,2034.00,40.00,1.90,1970.00,1923.00,47.00,2.40,1810.00,1742.00,68.00,3.80,1747.00,1700.00,47.00,2.70,1714.00,1683.00,31.00,1.80,1725.00,1695.00,30.00,1.70,1658.00,1593.00,65.00,3.90,1625.00,1583.00,42.00,2.60,1663.00,1637.00,26.00,1.60,63793.00,100.70
30027,MT,"Fergus County, MT",7,11,0,6141.00,5815.00,326.00,5.30,6061.00,5742.00,319.00,5.30,5848.00,5569.00,279.00,4.80,5748.00,5457.00,291.00,5.10,5810.00,5512.00,298.00,5.10,5810.00,5527.00,283.00,4.90,5761.00,5532.00,229.00,4.00,5897.00,5676.00,221.00,3.70,5988.00,5724.00,264.00,4.40,6059.00,5714.00,345.00,5.70,6020.00,5640.00,380.00,6.30,5907.00,5563.00,344.00,5.80,5856.00,5552.00,304.00,5.20,5876.00,5591.00,285.00,4.90,5746.00,5499.00,247.00,4.30,5704.00,5462.00,242.00,4.20,5763.00,5528.00,235.00,4.10,5799.00,5562.00,237.00,4.10,5874.00,5658.00,216.00,3.70,6115.00,5922.00,193.00,3.20,5871.00,5607.00,264.00,4.50,5847.00,5654.00,193.00,3.30,5937.00,5769.00,168.00,2.80,54823.00,86.50
30029,MT,"Flathead County, MT",5,8,0,39434.00,37337.00,2097.00,5.30,39855.00,37714.00,2141.00,5.40,39908.00,37812.00,2096.00,5.30,40485.00,38081.00,2404.00,5.90,41555.00,39247.00,2308.00,5.60,42778.00,40801.00,1977.00,4.60,44355.00,42714.00,1641.00,3.70,46000.00,44283.00,1717.00,3.70,46559.00,43652.00,2907.00,6.20,44878.00,39371.00,5507.00,12.30,43844.00,38579.00,5265.00,12.00,43506.00,38933.00,4573.00,10.50,43283.00,39490.00,3793.00,8.80,43860.00,40529.00,3331.00,7.60,43773.00,40954.00,2819.00,6.40,44861.00,42228.00,2633.00,5.90,45960.00,43298.00,2662.00,5.80,47092.00,44581.00,2511.00,5.30,48346.00,46016.00,2330.00,4.80,48982.00,46672.00,2310.00,4.70,49971.00,46107.00,3864.00,7.70,51074.00,49012.00,2062.00,4.00,52636.00,51020.00,1616.00,3.10,65835.00,103.90
